C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND,valid_acc,test_acc
49.13632860316453,22057,49.13632860316453,50.86367139683547,0,0,0,0,0,0,43.144904458598724,25120,56.855095541401276,86.95,87.91
52.64302214974861,22077,52.64302214974861,47.35697785025139,0,0,0,0,0,0,46.26592356687898,25120,53.73407643312102,87.14,88.17
50.899256254225826,22185,50.899256254225826,49.100743745774174,0,0,0,0,0,0,44.952229299363054,25120,55.047770700636946,87.12,88.27
