C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND
76.51250397131575,22033,76.51250397131575,23.487496028684248,100.0,3087,0,0,0,0,67.10987261146497,25120,32.890127388535035
