C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND,valid_acc,test_acc
59.52150463283087,21693,59.52150463283087,40.47849536716913,0,0,0,0,0,0,51.40127388535032,25120,48.59872611464968,85.33,85.72
59.61336798431587,21933,59.61336798431587,40.38663201568413,0,0,0,0,0,0,52.05015923566879,25120,47.94984076433121,85.1,86.64
60.0383544130405,21901,60.0383544130405,39.9616455869595,0,0,0,0,0,0,52.34474522292994,25120,47.65525477707006,85.81,86.69
