C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND,valid_acc,test_acc
51.05994477598646,22454,51.05994477598646,48.94005522401354,0,0,0,0,0,0,45.64092356687898,25120,54.35907643312102,88.65,89.28
54.788924194280526,22030,54.788924194280526,45.211075805719474,0,0,0,0,0,0,48.04936305732484,25120,51.95063694267516,87.19,87.51
52.914778281347196,22506,52.914778281347196,47.085221718652804,0,0,0,0,0,0,47.40843949044586,25120,52.59156050955414,88.98,89.5
