C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND,valid_acc,test_acc
60.26358548474454,22156,60.26358548474454,39.73641451525546,0,0,0,0,0,0,53.152866242038215,25120,46.847133757961785,87.84,88.38
56.8551475557558,22195,56.8551475557558,43.1448524442442,0,0,0,0,0,0,50.234872611464965,25120,49.765127388535035,88.07,88.53
59.44469525959368,22150,59.44469525959368,40.55530474040632,0,0,0,0,0,0,52.41640127388535,25120,47.58359872611465,86.79,88.16
