C:SOUND,correct (C),C:SOUND_PRECISE,C:UNSOUND,I:UNSOUND,incorrect (I),R:SOUND,reject (R),R:SOUND_PRECISE,R:UNSOUND,T:SOUND,total (T),T:UNSOUND,valid_acc,test_acc
66.72271329746349,20816,66.72271329746349,33.27728670253651,0,0,0,0,0,0,55.2906050955414,25120,44.7093949044586,83.01,82.7
59.23380611200468,20517,59.23380611200468,40.76619388799532,0,0,0,0,0,0,48.379777070063696,25120,51.620222929936304,81.8,81.9
60.56592708435148,20462,60.56592708435148,39.43407291564852,0,0,0,0,0,0,49.335191082802545,25120,50.664808917197455,80.28,81.4
